ORF	diamide 5m	diamide 10m	diamide 20m	diamide 30m	diamide 40m	diamide 50m	diamide 60m	diamide 90m
YJL084C	-0.3	-0.74	-0.47	-0.3	-0.17	-0.32	-	-0.71
YJL085W	-0.15	-0.34	-0.22	-0.32	-0.15	-0.36	-0.51	-0.27
YJL086C	-0.18	-	-0.36	-0.23	-0.47	-0.6	-0.54	-0.51
YJL087C	-0.58	-0.84	-1.06	-0.94	-0.76	-0.74	-0.74	-0.3
YJL088W	-0.14	-0.36	-0.32	0.08	0.1	-0.1	0.33	0.14
YJL089W	0.12	0.03	0.45	0.4	0.37	0.2	-0.17	-0.49
YJL090C	-0.27	-0.45	-0.4	-0.36	-0.23	-0.3	0.16	0.1
YJL091C	-	0.29	0.31	0.53	0.76	0.8	0.75	0.76
YJL092W	-0.34	-0.42	-0.34	-0.34	-0.23	-0.15	-0.29	0.28
YJL093C	-0.12	-0.04	0.08	0.25	0.25	0.14	0.19	0.34
YJL094C	0.29	0.09	0.32	0.38	0.39	0.23	0.77	0.31
YJL095W	-0.36	-0.34	-0.1	-0.04	-0.07	-0.25	-0.07	-0.22
YJL096W	0.42	0.77	1.03	0.84	0.78	0.52	0.25	0.1
YJL097W	0.15	0.23	-	-0.04	-0.06	0.28	0.15	0.28
YJL098W	-1.09	-1.64	-2.12	-1.69	-1.25	-0.89	-1.03	-
YJL099W	0.01	0.34	0.48	0.51	0.62	0.54	0.38	0.21
YJL100W	0.9	0.77	0.94	0.74	0.6	0.61	0.65	0.46
YJL101C	1.7	1.65	1.57	1.32	1.33	0.99	0.6	0.7
YJL102W	0.5	1.55	1.99	1.36	1.34	0.81	0.4	0.34
YJL103C	0.26	1.26	1.08	0.79	0.78	0.37	0.26	-0.4
YJL104W	0.18	0.36	0.55	0.44	0.42	0.44	0.21	0.16
YJL105W	-0.3	-0.6	-0.54	-0.36	-0.15	-0.34	-0.97	0.06
YJL106W	0.03	0.06	0.4	0.38	0.33	-0.18	0.38	-0.01
YJL107C	-0.25	-1.03	-0.49	-0.43	0.04	0.03	0.11	0.52
YJL108C	-0.03	-0.23	0.12	0.18	0.24	0.24	0.25	0.46
YJL109C	-0.86	-1.82	-2.03	-1.89	-1.74	-1.16	-0.54	-0.55
YJL110C	-	-0.25	-0.14	-0.23	-0.23	-0.09	-0.62	0.1
YJL111W	0.12	0.2	0.1	0.19	0.23	0.07	0.34	-0.06
YJL112W	-0.04	0.08	0.4	0.29	0.06	0.15	-0.1	0.26
YJL113W	-0.33	0.26	0.16	-0.06	0.08	-0.25	-0.16	-0.43
YJL114W	-0.56	-0.97	-0.22	-0.04	-0.69	-0.2	-0.04	0.26
YJL115W	-0.34	-0.32	-0.36	-0.32	0.23	0.29	0.16	0.18
YJL116C	0.3	0.54	0.87	1.68	1.3	2.02	2.95	1.84
YJL117W	0.01	0.03	-0.3	-0.17	0.23	0.2	0.28	0.15
YJL118W	0.03	-0.22	-0.6	-0.56	-0.23	0.28	-0.03	0.14
YJL119C	-0.18	-0.29	-0.54	-0.4	-0.4	-0.03	-0.06	-0.12
YJL120W	0.17	-0.09	-0.05	-0.2	-0.49	-0.1	-0.32	-0.22
YJL121C	0.04	-0.32	-0.62	-0.67	-0.71	-0.43	-0.17	0.23
YJL122W	-0.45	-1.06	-2	-1.94	-1.36	-1	-0.45	-0.23
YJL123C	-0.6	-0.27	-0.17	-0.22	0.04	-0.15	-0.38	-0.09
YJL124C	0.15	0.32	0.23	-0.09	-0.06	-0.04	0.11	-0.1
YJL125C	-0.79	-1.06	-1.4	-1.22	-0.89	-0.56	-0.34	-0.14
YJL126W	0.01	0.06	0.1	0.12	-0.12	0.14	0.62	0.16
YJL127C	-0.56	-0.97	-0.65	-0.71	-0.56	-0.45	-0.33	-0.1
YJL128C	0.14	0.32	0.64	0.54	0.56	0.38	0.73	0.25
YJL129C	-0.69	-0.76	-0.74	-0.76	-0.42	-0.58	-0.54	-0.23
YJL130C	-0.22	-0.34	-0.42	-0.43	-0.73	-0.48	-0.29	-0.15
YJL131C	0.03	0.95	1.12	0.99	0.94	0.57	-0.09	-
YJL132W	0.24	0.54	0.7	0.87	0.88	0.36	0.15	-0.04
YJL133W	-0.22	-0.06	-0.32	-0.34	-0.04	-0.15	-0.04	-0.25
YJL134W	0.08	-0.06	-0.27	-0.4	-0.34	-0.22	-0.29	-0.23
YJL135W	-0.15	-0.12	-0.32	-0.23	-0.34	-0.34	-0.27	-0.3
YJL136C	0.29	0.1	-0.58	-1.2	-1.17	-1.05	-0.84	-0.56
YJL137C	0.12	0.31	0.25	0.18	0.15	0.03	-0.15	-0.01
YJL138C	0.24	0.04	-0.64	-1	-0.89	-0.71	-0.14	-0.09
YJL139C	-0.17	-0.22	-0.22	0.12	0.11	-0.01	0.28	0.04
YJL140W	0.06	0.37	0.41	0.2	0.15	0.14	-0.03	0.06
YJL141C	0.26	-0.04	0.63	0.7	0.58	0.07	0.33	0.12
YJL142C	0.62	0.85	1.09	1.01	0.55	0.41	0.49	0.24
YJL143W	0.24	0.44	0.33	0.43	0.55	0.28	0.36	-0.1
YJL144W	1.41	2.37	1.99	2.35	0.61	1.71	2.49	1.56
YJL145W	0.1	-	-0.32	-0.3	-0.2	0.01	0.3	0.16
YJL146W	0.25	0.29	0.3	0.41	0.21	0.24	0.06	0.18
YJL147C	-0.29	-0.45	-0.49	-0.58	-0.22	-0.27	-0.27	-0.07
YJL148W	-0.49	-1.09	-2.12	-1.84	-1.4	-1.09	-0.79	-0.58
YJL149W	0.24	-0.06	0.18	0.42	0.7	0.25	0.1	0.48
YJL150W	-	1	-	-	1.26	-	-	-
YJL151C	0.73	0.99	1.05	1.35	1.04	0.93	1.26	0.49
YJL152W	0.75	1.1	1	1.12	0.86	0.78	1.12	0.54
YJL153C	-0.14	-0.32	0.06	1.28	1.29	0.89	1.02	0.6
YJL154C	0.2	0.03	0.39	0.29	0.51	0.04	0.5	0.33
YJL155C	0.52	1.56	1.6	1.48	1.04	0.7	-	-1.25
YJL156C	-0.06	-0.45	-0.29	-0.1	-0.06	-0.25	-0.15	-0.01
YJL157C	-0.89	-1.06	-1.29	-0.97	-0.54	-0.64	-1.03	-1.06
YJL158C	0.46	0.32	0.15	0.6	0.82	0.99	1.26	1.02
YJL159W	0.46	0.29	0.48	1.09	1.16	0.99	1.46	0.08
YJL160C	0.01	0.11	-0.09	0.39	0.63	0.1	0.37	-0.43
YJL161W	0.52	1.76	2.65	2.84	3.07	1.79	1.76	1.01
YJL162C	-0.22	-0.51	-0.36	-0.6	-0.29	-0.34	-0.51	-0.17
YJL163C	0.67	1.82	1.63	1.91	1.6	1.12	0.2	-
YJL164C	1.26	2.02	2.19	2.04	1.73	0.96	0.23	0.36
YJL165C	-0.18	-0.09	0.2	0.06	0.01	-0.27	0.49	-
YJL166W	0.83	1.41	1.06	0.74	0.62	0.21	0.48	0.14
YJL167W	0.38	0.59	0.56	0.51	0.58	0.62	0.72	0.58
YJL168C	-0.32	-0.47	-0.3	-0.51	-0.36	-0.56	-1.29	-0.34
YJL169W	-0.29	-0.09	-0.2	-0.49	-0.34	-0.36	-0.94	-0.42
YJL170C	0.37	0.67	0.64	0.23	0.36	0.19	-	0.19
YJL171C	0.25	0.53	0.59	0.9	0.78	0.85	1.47	0.76
YJL172W	0.29	0.32	0.71	1.15	1.17	1.05	0.95	0.48
YJL173C	0.15	0.51	0.25	0.07	0.19	0.46	0.43	0.4
YJL174W	0.26	0.29	0.06	0.07	0.24	0.15	0.37	0.31
YJL175W	-0.81	-1.06	-0.94	-0.79	-0.38	-0.6	-0.81	-0.2
YJL176C	-0.32	-0.51	-0.45	-0.56	-0.23	-0.38	-0.56	0.2
YJL177W	0.36	0.15	-0.79	-1.4	-1.36	-0.94	-0.67	-0.45
YJL178C	0.34	0.37	0.06	-0.01	0.14	0.06	0.21	0.38
YJL179W	0.04	0.04	-0.42	-0.43	-0.3	-0.01	-0.17	-0.04
YJL180C	0.38	0.83	1.08	0.87	0.74	0.37	0.23	0.07
YJL181W	0.08	-0.18	0.01	0.11	0.32	-0.04	-0.89	-0.12
YJL182C	-0.14	-0.29	-0.03	-	-0.36	-0.43	-0.47	-0.45
YJL183W	-0.14	-0.1	-0.22	-0.17	-0.03	0.01	-0.22	0.2
YJL184W	0.28	0.1	-0.01	-0.07	-0.04	0.16	0.28	0.43
YJL185C	0.01	0.31	0.51	0.72	0.9	0.86	0.58	0.34
YJL186W	0.16	0.11	0.07	0.2	0.46	0.3	0.28	0.21
YJL187C	-0.32	-0.43	-0.32	-0.29	-0.07	-	-0.36	0.32
YJL188C	0.7	0.52	-0.09	-0.43	-0.64	-0.49	-0.2	-0.1
YJL189W	0.34	0.41	-0.23	-0.56	-0.71	-0.43	-0.29	-0.4
YJL190C	0.54	0.39	-0.32	-1.15	-1.32	-1.25	-0.74	-0.42
YJL191W	0.2	0.23	-0.51	-0.89	-0.92	-0.74	-0.69	-0.67
YJL192C	0.31	0.3	0.19	0.07	0.25	0.04	0.21	0.24
YJL193W	-0.17	-0.25	-0.49	-0.36	-0.18	-0.2	-0.03	-0.36
YJL194W	-	-	-	-	-	-	-	-0.42
YJL195C	-0.79	-1.06	-0.62	-0.43	-0.23	-0.62	-0.84	-0.6
YJL196C	0.2	0.42	0.29	0.36	0.33	0.18	-0.18	-0.2
YJL197W	-0.43	-0.4	-0.49	-0.29	-0.34	-0.14	-0.3	0.07
YJL198W	-0.3	-0.97	-1.56	-1.18	-1.06	-0.76	-0.6	-0.15
YJL199C	0.03	0.54	0.54	0.71	0.74	0.69	0.71	0.33
YJL200C	-0.34	-1.29	-2.12	-1.89	-1.64	-1.4	-0.97	-0.54
YJL201W	-0.3	-0.3	-0.22	-0.38	-0.12	-0.25	-0.81	-0.01
YJL202C	-0.38	0.18	0.14	-0.07	0.04	-0.1	-0.43	-0.18
YJL203W	-0.47	-0.25	0.01	-0.12	-0.01	-0.1	-0.47	-0.22
YJL204C	-0.2	0.07	0.07	-0.06	0.07	-0.12	-0.07	-0.06
YJL206C	0.33	0.69	0.96	0.93	1.07	0.7	0.79	0.11
YJL207C	0.05	0.24	0.01	-0.26	-0.42	-0.4	-0.26	-0.48
YJL208C	-0.4	-0.94	-1.36	-1.29	-0.79	-0.54	-0.22	0.01
YJL209W	-0.29	-0.14	-0.32	-0.07	-0.04	-0.07	-0.18	-0.2
YJL210W	0.67	0.75	0.82	0.85	0.59	0.69	0.72	0.16
YJL211C	0.14	0.6	0.33	0.52	0.57	0.43	0.28	0.06
YJL212C	0.29	-0.43	-0.67	-0.84	-0.86	-1.06	-0.97	-0.71
YJL213W	-0.08	0.5	0.32	0.46	0.32	0.3	0.29	0.35
YJL214W	0.82	0.57	0.75	0.98	-0.22	-0.06	-0.1	-0.2
YJL215C	-0.12	-0.09	-0.12	0.04	-0.45	-	-0.22	-0.18
YJL216C	0.19	-0.01	0.11	0.19	-0.69	-0.54	-0.4	-0.36
YJL217W	0.55	1.18	1.64	1.8	1.69	1.4	0.96	0.65
YJL218W	0.33	0.69	0.6	0.32	-0.56	-0.47	-0.54	-0.69
YJL219W	0.59	0.8	0.95	1.32	1.34	1.01	1.24	0.82
YJL220W	0.17	0.42	-0.1	0.02	-0.22	-0.3	-0.03	-0.54
YJL221C	0.63	0.79	0.85	0.73	0.31	0.21	0.11	0.15
YJL222W	-0.18	-0.36	-0.25	-0.22	-0.25	-0.56	-0.29	-0.36
YJL223C	-0.2	-0.09	-0.2	-0.15	0.15	0.24	0.42	0.55
YJL225C	-0.17	-0.06	0.03	0.01	0.08	-0.07	-0.32	-0.17
YJR001W	0.14	0.28	0.2	0.38	0.44	0.34	0.37	0.42
YJR002W	-0.85	-1.7	-1.8	-1.89	-1.66	-1.26	-0.72	-0.28
YJR003C	-0.71	-1.18	-1.74	-1.69	-1.25	-1.15	-0.71	-0.23
YJR004C	-0.22	-0.47	-0.3	-0.12	-0.25	-0.2	-0.01	-0.06
YJR005W	-0.1	-0.29	-0.03	-0.25	-0.09	-0.3	-0.29	-0.18
YJR006W	0.19	0.07	0.1	-0.07	-0.3	-0.07	-0.03	0.06
YJR007W	0.14	-0.49	-0.64	-0.67	-0.42	-0.47	0.06	-0.4
YJR008W	0.31	0.78	1.18	1.51	0.33	0.61	0.9	0.41
YJR009C	0.56	0.79	0.6	0.88	0.77	0.88	1.15	0.23
YJR010C-A	0.2	0.15	0.06	0.12	-0.18	-	0.2	-0.12
YJR010W	0.23	0.82	1.26	1.35	1.69	1.64	1.77	0.75
YJR011C	0.28	0.29	0.14	0.19	-0.34	0.07	0.03	0.32
YJR012C	0.19	0.4	0.04	0.1	0.01	0.18	0.16	0.25
YJR013W	0.08	0.21	0.06	0.12	-	0.18	0.28	0.21
YJR014W	-0.22	-0.09	-0.38	-0.51	-0.29	-0.18	-0.1	-0.23
YJR015W	0.01	-0.17	-0.45	-0.49	-0.45	-0.43	-0.3	-0.18
YJR016C	-	-0.58	-1.51	-1.74	-1.47	-1.06	-0.62	-0.38
YJR017C	0.5	0.55	0.44	0.53	0.56	0.36	0.5	0.45
YJR018W	0.12	0.33	0.26	0.18	0.49	0.34	0.36	0.31
YJR019C	0.44	0.49	0.54	0.75	0.58	0.41	0.64	0.54
YJR020W	0.25	0.04	0.07	0.23	0.32	0.34	0.25	0.11
YJR021C	0.23	0.45	0.51	0.67	0.31	0.21	0.3	0.34
YJR022W	0.19	0.24	0.34	0.07	0.46	0.52	-	0.32
YJR023C	0.18	0.34	0.16	0.21	0.2	0.21	0.31	0.3
YJR024C	0.25	0.24	-0.2	-0.29	0.08	0.19	0.34	0.24
YJR025C	0.52	1.04	1.3	1.31	1.2	1.37	1.78	1.4
YJR026W	-0.2	-0.29	-0.43	-0.3	0.31	0.24	0.72	0.77
YJR027W	-0.22	-0.17	-0.17	-0.27	0.36	0.16	0.61	0.77
YJR028W	-0.27	-0.32	-0.56	-0.29	0.3	0.11	0.63	0.7
YJR029W	-0.24	-0.15	-0.23	-0.26	0.24	0.06	0.43	0.45
YJR030C	-0.34	-0.36	-0.56	-0.67	-0.12	-0.1	-0.42	-0.32
YJR031C	-0.25	-0.54	-0.67	-1.06	-0.67	-0.74	-1.06	-0.03
YJR032W	-0.15	-0.3	-0.62	-0.84	-0.49	-0.29	-0.34	-0.01
YJR033C	0.14	-0.12	0.16	0.19	0.41	0.07	-0.2	0.11
YJR034W	0.29	1.14	1.08	0.74	0.86	0.73	0.36	-0.14
YJR035W	-0.12	-0.18	-0.07	-0.17	-	-0.18	-0.54	0.01
YJR036C	-	0.85	0.9	0.69	0.53	0.16	-0.62	-0.34
YJR037W	-0.09	0.1	0.19	0.11	-0.29	-0.67	-	-0.67
YJR038C	-	-0.29	-0.12	-0.09	-0.09	-0.74	-0.58	-0.79
YJR039W	0.3	0.32	0.63	0.53	0.25	-0.15	-0.36	-0.15
YJR040W	-0.17	-0.32	-0.36	-0.12	0.04	-0.12	-0.06	-0.14
YJR041C	-0.74	-1.64	-2.12	-1.74	-1.25	-1.12	-0.79	-0.04
YJR042W	-0.27	-0.48	-0.36	-0.45	-0.34	-0.59	-0.44	-0.41
YJR043C	-0.27	-0.32	-0.49	-0.56	-0.4	-0.2	-0.14	0.11
YJR044C	0.53	0.99	1.01	1.15	1.06	1	0.49	0.41
YJR045C	1.02	1.23	1.6	1.4	1.44	0.93	1.04	0.87
YJR046W	0.23	0.21	0.06	-0.14	0.18	0.23	0.6	0.96
YJR047C	0.32	0.45	0.06	-0.17	-0.14	-0.1	-0.18	-0.04
YJR048W	1.1	1.5	0.83	-0.09	-0.36	-0.12	-0.22	-0.12
YJR049C	-0.04	-0.03	0.24	0.1	0.38	0.19	0.39	0.36
YJR050W	-0.29	0.01	-0.01	-0.1	0.18	0.16	0.26	0.21
YJR051W	0.25	0.31	0.25	0.31	0.4	0.16	0.14	0.07
YJR052W	-0.38	-0.12	-0.04	0.19	0.42	0.34	0.51	0.28
YJR053W	-0.64	-0.86	-0.69	-0.36	-0.4	-0.43	-0.32	-
YJR054W	-0.49	-0.45	-0.42	-0.25	0.39	0.52	0.8	0.75
YJR055W	-0.42	-0.42	-0.42	-0.2	-0.18	0.01	0.34	0.18
YJR056C	-0.1	0.14	-0.04	-0.23	-0.04	-	0.06	0.04
YJR057W	0.28	0.44	0.46	0.33	0.38	0.37	0.28	0.31
YJR058C	0.28	0.67	0.52	0.42	0.54	0.53	0.5	0.32
YJR059W	0.89	1.1	1.51	1.34	1.32	0.65	0.36	0.38
YJR060W	-0.45	-0.32	-0.22	-0.17	0.19	-0.04	-0.84	0.06
YJR061W	0.21	0.66	0.58	0.53	0.56	0.2	-0.18	0.11
YJR062C	0.11	0.29	0.58	0.56	0.5	0.46	0.38	-0.01
YJR063W	-0.03	-0.76	-1.4	-1.09	-0.97	-0.58	-0.01	-0.01
YJR064W	-0.06	0.11	0.07	0.07	0.26	0.26	0.48	0.15
YJR065C	0.42	0.52	0.77	0.65	0.79	0.37	0.46	0.15
YJR066W	-0.27	-0.01	0.78	0.49	1.28	0.8	0.4	0.28
YJR067C	0.28	0.77	0.71	0.56	0.48	0.33	0.82	0.06
YJR068W	-0.22	-0.01	-0.27	-0.43	-0.09	-0.01	0.19	0.15
YJR069C	0.19	0.25	-0.1	-0.27	-0.15	0.06	0.4	0.14
YJR070C	-0.14	-1.03	-2.47	-2.47	-1.51	-0.69	-0.04	-0.06
YJR071W	-0.14	-0.97	-2.06	-1.94	-1.4	-0.71	-0.17	-0.22
YJR072C	-0.36	-0.27	-0.4	-0.38	0.14	0.24	0.59	0.4
YJR073C	0.64	1.28	2.29	2.84	3.19	3.05	2.6	1.79
YJR074W	0.18	0.73	1.18	1.57	1.75	1.77	1.59	1.27
YJR075W	0.19	0.04	-0.15	-0.18	-0.03	-0.06	0.14	0.14
YJR076C	-0.04	0.15	0.12	-0.04	0.11	0.2	-0.01	0.36
YJR077C	0.43	0.48	0.16	-0.03	-0.29	-0.27	-	0.07
YJR078W	-0.09	-0.15	0.31	0.63	0.76	-	1.39	1.33
YJR079W	0.32	0.86	1	0.96	0.58	0.66	0.9	0.61
YJR080C	0.2	0.74	0.91	0.94	0.92	0.67	0.69	0.28
YJR082C	0.03	0.08	-0.01	-0.03	-0.36	0.11	0.42	0.41
YJR083C	-0.12	0.21	0.12	0.15	0.18	0.08	-0.17	0.03
YJR084W	-	0.16	0.18	0.29	-0.04	-	0.07	0.11
YJR085C	0.53	1.02	1.21	1.4	1.38	1.27	1.02	0.63
YJR086W	0.28	0.48	0.73	0.49	0.4	0.34	0.2	0.36
YJR087W	0.18	0.5	0.54	0.49	0.4	0.31	-0.15	0.19
YJR088C	0.21	0.52	0.54	0.41	0.16	0.25	0.12	0.29
YJR089W	-0.6	-0.36	-0.3	-0.42	-0.04	-0.36	-0.76	0.04
YJR090C	-0.18	-0.15	0.13	-0.05	0.01	-0.26	-0.17	-0.18
YJR091C	0.52	0.29	0.63	0.64	0.56	0.19	0.31	-0.03
YJR092W	-0.54	-0.64	-0.47	-0.58	-0.36	-1	-1.18	-0.29
YJR093C	-0.22	-0.22	0.18	-0.32	-	-0.2	0.07	-
YJR094C	-0.01	-0.29	-0.42	-0.23	-0.58	-0.97	-0.51	-0.25
YJR094W-A	0.57	0.32	-0.3	-0.97	-0.97	-0.89	-0.71	-0.54
YJR095W	-0.38	-0.47	-0.1	-0.1	-0.18	-0.14	0.08	-0.32
YJR096W	0.46	1.56	2.72	2.91	3.05	2.34	2.57	1.28
YJR097W	-0.94	-1.51	-1.64	-1.36	-1.22	-0.64	-0.27	-
YJR098C	-0.32	-0.32	-0.34	-0.36	-0.51	-0.58	-0.27	-0.04
YJR099W	0.01	0.58	0.51	0.56	0.8	0.7	0.78	0.38
YJR100C	0.33	0.89	0.73	0.62	0.63	0.58	0.73	0.5
YJR101W	-	0.45	0.59	0.23	0.21	-0.01	-0.16	-0.44
YJR102C	0.21	0.59	0.42	0.39	-0.03	0.15	0.4	0.16
YJR103W	0.19	0.38	0.58	0.9	1.12	0.86	1.09	0.46
YJR104C	1.49	2.3	2.52	2.51	2.21	1.99	1.74	0.91
YJR105W	0.26	0.4	-0.06	-0.1	0.01	0.04	0.1	0.07
YJR106W	0.07	0.15	0.44	0.83	0.41	0.68	0.77	0.71
YJR107W	0.01	0.37	0.33	0.39	0.73	0.48	0.56	0.46
YJR108W	-0.1	-0.17	-	0.15	-0.36	-0.45	-0.17	-0.3
YJR109C	-0.2	-1.18	-1.09	-0.94	-0.54	-0.69	-0.22	-0.06
YJR110W	0.06	0.26	0.39	0.25	-	0.04	-0.25	-0.06
YJR111C	-0.15	-0.49	-0.69	-0.51	-0.4	-0.49	-	-0.49
YJR112W	-0.04	-0.3	-0.32	-0.49	-0.47	-0.34	-0.86	-0.25
YJR113C	0.19	0.72	0.73	0.74	0.88	0.64	0.67	0.04
YJR114W	0.25	0.58	0.81	0.62	0.79	0.49	0.71	0.14
YJR115W	0.21	0.41	0.37	0.3	0.1	-0.03	-0.14	-
YJR116W	0.21	0.06	-0.04	-0.06	-0.25	-0.18	-0.2	0.15
YJR117W	0.39	0.71	0.69	0.73	0.78	0.66	0.49	0.21
YJR118C	0.23	0.46	0.42	0.33	0.38	0.38	0.38	0.2
YJR119C	-0.15	-0.27	-0.1	-0.01	0.18	0.42	0.11	0.77
YJR120W	0.24	0.32	0.29	0.18	-0.33	-0.35	-0.36	-0.8
YJR121W	0.49	0.67	0.61	0.26	0.05	-0.29	-0.38	-0.48
YJR122W	1.24	1.4	1.83	1.88	1.89	1.27	0.56	0.51
YJR123W	0.4	0.23	-0.51	-1.09	-1.29	-1.18	-0.76	-0.62
YJR124C	-0.15	-0.67	-1.29	-1.15	-1	-0.79	-0.6	-0.47
YJR125C	0.32	0.85	0.28	0.87	0.89	0.64	-	0.08
YJR126C	0.15	0.06	0.23	0.2	-0.03	-0.3	-0.4	-0.2
YJR127C	0.1	0.34	0.37	0.41	0.56	-0.01	0.14	0.09
YJR128W	-0.23	-0.32	-0.43	-0.29	-0.6	-0.71	-0.81	-0.43
YJR129C	-0.4	-1.06	-1.06	-0.81	-0.89	-0.27	0.32	0.48
YJR130C	0.03	0.06	0.15	0.43	0.39	0.2	0.16	0.29
YJR131W	-	-0.04	0.14	0.51	0.45	0.32	-0.12	-0.06
YJR132W	-0.38	-1.36	-1.56	-1.51	-1.12	-1.09	-0.84	-0.15
YJR133W	0.04	0.2	0.04	0.24	0.26	0.21	-0.12	0.11
YJR134C	-0.6	-0.56	-0.43	-0.58	-0.32	-0.64	-0.89	-0.22
YJR135C	-0.32	-0.29	-0.32	-0.45	-0.38	-0.3	-0.56	0.12
YJR136C	-0.27	-0.18	-0.42	-0.45	-0.45	-0.47	-0.17	0.04
YJR137C	-0.17	-0.25	-0.09	0.12	0.49	0.42	0.25	0.3
YJR138W	-0.04	-0.24	-0.15	-0.11	-0.29	-0.25	-0.49	-0.13
YJR139C	0.14	0.25	0.14	0.31	0.55	0.56	0.63	0.4
YJR140C	-0.51	-0.79	-0.23	-0.42	-0.45	-0.25	-0.4	-0.04
YJR141W	-0.64	-0.62	-0.79	-0.81	-0.69	-0.32	-0.15	-0.07
YJR142W	0.08	0.29	-0.23	0.14	0.1	0.31	0.23	0.06
YJR143C	-0.1	-0.56	-0.92	-0.89	-0.71	-0.54	-0.38	-0.2
YJR144W	0.15	0.21	-0.07	-0.18	-0.09	0.06	0.12	0.21
YJR145C	0.29	0.06	-0.76	-1.4	-1.36	-1.12	-0.6	-0.42
YJR146W	-0.07	-0.14	-0.42	-0.14	-0.17	-0.1	-0.2	-0.15
YJR147W	-0.03	-0.97	-1.47	-1.22	-1.09	-0.94	-0.76	-0.56
YJR148W	0.34	0.67	0.76	1.33	1.8	1.63	1.53	1.07
YJR149W	-0.38	-0.18	-0.2	0.06	0.46	0.08	-0.15	0.03
YJR150C	0.71	-0.18	-0.01	0.08	-0.14	-0.18	0.1	-0.3
YJR151C	-0.15	-0.12	-0.11	-0.17	0.07	0.08	0.01	0.06
YJR152W	0.54	-0.3	-0.07	-0.04	0.06	-0.06	0.19	0.18
YJR153W	-0.47	-0.43	-0.23	0.1	0.34	0.36	0.51	0.24
YJR154W	0.32	-0.67	-0.3	0.18	-0.01	-0.03	0.42	-0.15
YJR155W	0.46	1.62	2.17	2.62	2.65	2.8	2.54	2.1
YJR156C	0.39	-0.01	0.63	0.65	1.16	1.12	1.34	0.72
YJR157W	-0.15	-0.12	-0.27	-0.06	-0.34	-0.17	-0.23	-0.47
YJR158W	0.28	0.06	0.74	0.72	0.95	0.74	0.96	0.71
YJR159W	0.04	0.92	1.53	1.65	1.77	1.56	1.52	0.49
YJR160C	-0.17	-0.14	-0.13	-0.06	-0.15	-0.15	-0.08	-0.17
YJR161C	0.04	0.49	0.5	0.54	0.51	0.49	0.62	0.45
YJR162C	-0.06	-0.17	-	0.01	-0.14	-0.18	-0.17	-0.15
YKL001C	0.28	0.82	0.8	0.7	0.92	1.07	1.08	0.62
YKL002W	0.19	0.7	0.79	0.44	0.49	0.49	0.4	0.25
YKL003C	0.16	0.73	0.93	0.88	0.81	0.77	0.58	0.11
YKL004W	-0.07	-0.6	-1.09	-0.74	-0.74	-0.49	-0.22	-0.06
YKL005C	-0.45	-0.27	-0.23	-0.23	-0.2	-0.27	-0.36	0.08
YKL006C-A	-0.18	-0.1	-0.17	-0.1	0.11	-0.3	0.28	-0.04
YKL006W	0.34	0.18	-0.6	-1.22	-1.25	-0.84	-0.67	-0.38
YKL007W	0.4	1.01	1.2	0.96	0.96	0.77	0.78	0.3
YKL008C	-0.23	-0.45	-0.94	-0.79	-0.6	-0.27	-0.14	-0.03
YKL009W	-0.36	-1.09	-2.06	-1.6	-1.64	-0.94	-0.2	-0.23
YKL010C	-0.15	-0.22	-	0.04	0.15	0.07	-0.07	0.15
YKL011C	-0.1	-	-0.04	-0.01	-0.45	-0.17	-	0.34
YKL012W	-0.56	-0.15	-0.1	-0.34	-0.03	-0.34	-0.3	0.15
YKL013C	0.54	0.83	1.04	0.93	0.65	0.58	0.79	0.33
YKL014C	-0.4	-1.01	-0.64	-1.2	-0.75	-0.86	-0.89	-0.4
YKL015W	-0.12	0.06	0.34	0.37	0.08	-0.01	0.63	0.25
YKL016C	0.56	0.82	0.77	0.2	0.21	0.08	0.33	0.2
YKL017C	-0.01	-0.1	-0.03	0.15	-0.29	-0.2	0.1	0.19
YKL018W	-0.18	-0.1	-0.29	-0.22	-0.06	-0.23	-0.18	-0.07
YKL019W	0.18	0.28	0.2	0.23	0.21	0.23	0.67	0.57
YKL020C	-0.17	-0.45	-0.12	-0.12	-0.12	-0.54	-0.3	-0.27
YKL021C	-0.49	-0.94	-1.22	-1.09	-1.15	-1	-0.47	-0.25
YKL022C	-0.36	-0.4	-0.25	0.03	0.08	0.04	-0.09	0.2
YKL023W	-0.18	-0.14	0.25	0.3	0.2	0.36	0.41	0.33
YKL024C	-0.06	-0.07	-0.4	-0.43	-0.15	0.15	0.64	0.51
YKL025C	0.06	0.07	0.2	0.23	0.38	0.03	0.2	0.21
YKL026C	-0.1	0.67	0.95	1.47	1.38	1.16	1.12	0.15
YKL027W	-0.06	0.04	-0.04	0.01	0.07	0.31	0.29	0.5
YKL028W	-0.43	-0.38	-0.38	-0.47	-0.12	-0.23	-0.29	0.01
YKL029C	-0.71	-2.25	-2.64	-1.06	-1.94	-1.4	-0.51	-0.1
YKL030W	-0.84	-2	-2.4	-1.29	-1.4	-0.97	-0.27	-0.18
YKL031W	-0.18	-0.27	-0.06	0.08	-0.6	-0.47	-0.23	-0.45
YKL032C	-0.03	-0.23	-0.13	-0.17	-0.02	-0.31	-0.14	-0.01
YKL033W	-0.29	-0.94	-0.74	-0.71	-0.54	-0.62	-0.64	-0.25
