ORF	         NaCl 0m	        NaCl 15m	        NaCl 30m	        NaCl 45m	        NaCl 60m	       NaCl 120m
YDR013W	            NULL	           63.70	          181.70	            NULL	            NULL	            NULL
YDR014W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR015C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR016C	          428.00	          552.80	         1287.90	         1771.40	         1681.90	         1979.10
YDR017C	          229.00	          149.40	          570.60	          710.00	          391.10	            NULL
YDR018C	            NULL	            NULL	          180.20	          424.30	          180.20	            NULL
YDR019C	          418.00	          432.30	          462.50	          724.10	         2786.10	         1015.00
YDR020C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR021W	          210.00	          160.10	          129.60	            NULL	            NULL	            NULL
YDR022C	           92.00	          113.30	            NULL	           99.50	          240.90	            NULL
YDR023W	         4062.00	         3866.30	         3646.60	         2937.00	         3219.90	         3251.50
YDR024W	            NULL	            NULL	           83.60	           41.90	            NULL	            NULL
YDR025W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR026C	          318.00	          133.80	          240.00	          289.60	          277.30	          293.20
YDR027C	          412.00	          321.00	         1088.40	         1344.40	          759.60	          586.80
YDR028C	          191.00	          154.40	          329.80	          254.80	          371.30	          219.80
YDR029W	            NULL	           39.50	            NULL	            NULL	            NULL	            NULL
YDR030C	            NULL	           37.40	           95.80	          163.60	          162.00	            NULL
YDR031W	            NULL	          371.30	          938.10	         1118.50	          821.80	          643.10
YDR032C	         5528.00	         6145.50	        10011.80	        10399.00	        12178.20	        11289.60
YDR033W	        10020.00	         6180.90	         3850.70	         1989.70	         7787.00	         8284.80
YDR034C	          110.00	           94.80	          171.00	            NULL	          287.90	          249.20
YDR034W-B	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR035W	         1767.00	         1029.20	         1369.90	         1521.50	         2639.00	         1881.20
YDR036C	         1043.00	          343.00	         1149.80	         1156.50	          975.00	          188.00
YDR037W	         4110.00	         2486.00	         2285.10	          953.40	         2165.70	          626.00
YDR038C	         2863.00	            NULL	         1393.70	         2353.60	         1988.30	         1164.30
YDR039C	         1712.00	          691.00	         9785.50	         5379.10	         8026.70	          616.20
YDR040C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR041W	          488.00	          355.00	         1432.10	          521.00	          835.50	          156.20
YDR042C	            NULL	            NULL	          520.80	            NULL	            NULL	            NULL
YDR043C	            NULL	           65.10	         1319.30	          871.90	          163.50	            NULL
YDR044W	          468.00	            NULL	            NULL	            NULL	            NULL	            NULL
YDR045C	          941.00	         1052.60	         1500.30	         1925.60	         1760.70	         1920.40
YDR046C	         1506.00	          417.40	          648.90	          798.00	         1413.40	         1524.00
