ORF	     Sorbitol 0m	    Sorbitol 15m	    Sorbitol 30m	    Sorbitol 45m	    Sorbitol 90m	   Sorbitol 120m
YDR491C	           89.00	           58.50	            NULL	            NULL	            NULL	            NULL
YDR492W	         2899.00	          588.50	          799.20	         1328.80	         3690.40	         2317.60
YDR493W	          353.00	            NULL	          262.30	          278.50	            NULL	          191.50
YDR494W	          649.00	          414.90	          611.00	          586.60	            NULL	          456.80
YDR495C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR496C	          740.00	            NULL	            NULL	          217.50	          329.20	          252.60
YDR497C	         2634.00	          645.70	         1267.80	         2102.30	         2506.70	         1824.10
YDR498C	         1102.00	         1001.20	         1072.20	          891.90	         1242.80	          742.90
YDR499W	          210.00	            NULL	            NULL	          130.60	            NULL	            NULL
YDR500C	        17595.00	         4904.00	         3601.60	         6760.60	        11156.50	         7968.10
YDR501W	            NULL	          119.40	            NULL	            NULL	            NULL	            NULL
YDR502C	         1388.00	         1635.50	          974.40	         2775.30	         2120.30	         1220.80
YDR503C	           52.00	            NULL	          147.90	            NULL	            NULL	          117.90
YDR504C	          303.00	          524.70	          644.20	         1077.80	          616.60	          456.80
YDR505C	            NULL	           63.10	            NULL	          419.60	          275.60	            NULL
YDR506C	          245.00	            NULL	          397.00	            NULL	          458.30	            NULL
YDR507C	          414.00	            NULL	            NULL	          600.10	          510.70	          513.90
YDR508C	         1328.00	         1791.50	         2197.60	         3121.30	         2205.30	         1415.70
YDR509W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR510W	          920.00	          683.60	          957.80	         1874.30	          984.40	          933.70
YDR511W	          276.00	          324.40	          583.30	          996.40	          481.60	          452.70
YDR512C	            NULL	            NULL	            NULL	          560.80	            NULL	          154.20
YDR513W	         1227.00	         3589.20	         6020.40	         6340.00	         1944.60	         2446.10
YDR514C	            NULL	            NULL	          430.20	            NULL	            NULL	            NULL
YDR515W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR516C	          530.00	         1726.90	         4149.60	         2679.00	          373.40	          778.20
YDR517W	          517.00	          369.60	          616.50	          704.60	          489.80	          590.60
YDR518W	          776.00	          438.00	          365.60	          685.60	          635.30	            NULL
YDR519W	          557.00	          201.60	          347.10	          587.90	          724.90	          585.40
YDR520C	          268.00	          201.60	          293.60	          415.60	          244.20	          256.80
YDR521W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR522C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR523C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YDR524C	          189.00	            NULL	            NULL	          228.30	          265.10	          155.20
YDR525W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
